Element:	1244	-1	10000	0	1	1835M0	-9999	9999	-2780.00	0.1170	0	0	0	118.51	2	3151
Element:	1245	-1	10000	0	1	1834M0	-9999	9999	-2780.00	0.1170	0	0	0	121.74	2	3150
Element:	1246	-1	10000	0	1	1833M0	-9999	9999	-2780.00	0.1170	0	0	0	124.97	2	3149
Element:	1247	-1	10000	0	1	1832M0	-9999	9999	-2780.00	0.1170	0	0	0	128.20	2	3148
Element:	1248	-1	10000	0	1	1831M0	-9999	9999	-2780.00	0.1170	0	0	0	131.42	2	3147
Element:	1249	-1	10000	0	1	1830M0	-9999	9999	-2780.00	0.1170	0	0	0	134.64	2	3146
Element:	1250	-1	10000	0	1	1829M0	-9999	9999	-2780.00	0.1170	0	0	0	137.87	2	3145
Element:	1251	-1	10000	0	1	1828M0	-9999	9999	-2780.00	0.1170	0	0	0	141.11	2	3144
Element:	1252	-1	10000	0	1	1827M0	-9999	9999	-2780.00	0.1170	0	0	0	144.33	2	3143
Element:	1253	-1	10000	0	1	1826M0	-9999	9999	-2780.00	0.1170	0	0	0	147.60	2	3142
Element:	1254	-1	10000	0	1	1825M0	-9999	9999	-2780.00	0.1170	0	0	0	150.83	2	3141
Element:	1255	-1	10000	0	1	1824M0	-9999	9999	-2780.00	0.1170	0	0	0	154.08	2	3140
Element:	1256	-1	10000	0	1	1823M0	-9999	9999	-2780.00	0.1170	0	0	0	157.34	2	3139
Element:	1257	-1	10000	0	1	1822M0	-9999	9999	-2780.00	0.1170	0	0	0	160.58	2	3138
Element:	1258	-1	10000	0	1	1821M0	-9999	9999	-2780.00	0.1170	0	0	0	163.83	2	3137
Element:	1259	-1	10000	0	1	1820M0	-9999	9999	-2780.00	0.1170	0	0	0	167.06	2	3136
Element:	1260	-1	10000	0	1	1819M0	-9999	9999	-2780.00	0.1170	0	0	0	170.30	2	3135
Element:	1261	-1	10000	0	1	1818M0	-9999	9999	-2780.00	0.1170	0	0	0	173.51	2	3134
Element:	1262	-1	10000	0	1	1817M0	-9999	9999	-2780.00	0.1170	0	0	0	176.68	2	3133
Element:	1263	-1	10000	0	1	1816M0	-9999	9999	-2780.00	0.1170	0	0	0	179.58	2	3132
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Standard AcquRoot option
Initialise:
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Display of basic hit information
Display:  1D    Nhits       64      0    64
Display:  1D    Hits       48      0   48
#Display:  1D    HitsPrompt 48      0   48
#Display:  1D    HitsRand   48      0   48
Display:  1D    ScalerCurr 48      0   48
Display:  1D    ScalerAcc  48      0   48
Display:  1D    TimeOR     2000   -96   138
#Display:  1D    Time       2000   -96   138   0   48
#Display:  1D    Eelect     48       v2u_833_plot.ehist
#
Display: 2D    TimeOR  200  -96  138  -1  Hits 48  0  48  -1
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#Display:  1D    Livetime    100   0     1
#Display:  1D    Interrupts 2000   0  2000
#Display:  1D    Faraday    1000   0    10
#- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
#
